ISIN,Date,Return,Price,Model
AT0000937503,2023-09-29,0.9972971672134597,25.77,prod_exponential_smoothing
AT0000937503,2023-10-02,0.997283444500345,25.7,prod_exponential_smoothing
AT0000937503,2023-10-03,0.9972698193785655,25.63,prod_exponential_smoothing
AT0000937503,2023-10-04,0.9972562723638875,25.56,prod_exponential_smoothing
AT0000937503,2023-10-05,0.9972427878691524,25.49,prod_exponential_smoothing
AT0000937503,2023-10-06,0.9972293534248129,25.42,prod_exponential_smoothing
AT0000652011,2023-09-25,1.000530415764178,32.48,prod_exponential_smoothing
AT0000652011,2023-09-26,1.0005250610965004,32.49,prod_exponential_smoothing
AT0000652011,2023-09-27,1.0005197064574805,32.51,prod_exponential_smoothing
AT0000652011,2023-09-28,1.0005143518471173,32.53,prod_exponential_smoothing
AT0000652011,2023-09-29,1.0005089972654115,32.54,prod_exponential_smoothing
AT0000652011,2023-10-02,1.0005036427123621,32.56,prod_exponential_smoothing
AT0000652011,2023-10-03,1.0004982881879696,32.58,prod_exponential_smoothing
AT0000652011,2023-10-04,1.0004929336922337,32.59,prod_exponential_smoothing
AT0000652011,2023-10-05,1.000487579225154,32.61,prod_exponential_smoothing
AT0000652011,2023-10-06,1.0004822247867304,32.62,prod_exponential_smoothing
AT0000746409,2023-09-25,1.0004336608755096,79.23,prod_exponential_smoothing
AT0000746409,2023-09-26,1.000438790947943,79.27,prod_exponential_smoothing
AT0000746409,2023-09-27,1.000443921045926,79.3,prod_exponential_smoothing
AT0000746409,2023-09-28,1.0004490511695037,79.34,prod_exponential_smoothing
AT0000746409,2023-09-29,1.000454181318719,79.38,prod_exponential_smoothing
AT0000746409,2023-10-02,1.0004593114936127,79.41,prod_exponential_smoothing
AT0000746409,2023-10-03,1.000464441694222,79.45,prod_exponential_smoothing
AT0000746409,2023-10-04,1.000469571920583,79.49,prod_exponential_smoothing
AT0000746409,2023-10-05,1.0004747021727285,79.52,prod_exponential_smoothing
AT0000746409,2023-10-06,1.0004798324506905,79.56,prod_exponential_smoothing
AT0000922554,2023-09-25,1.0000566495574867,30.6,prod_exponential_smoothing
AT0000922554,2023-09-26,1.0000563940225147,30.6,prod_exponential_smoothing
AT0000922554,2023-09-27,1.0000561384876077,30.61,prod_exponential_smoothing
AT0000922554,2023-09-28,1.0000558829527662,30.61,prod_exponential_smoothing
AT0000922554,2023-09-29,1.00005562741799,30.61,prod_exponential_smoothing
AT0000922554,2023-10-02,1.000055371883279,30.61,prod_exponential_smoothing
AT0000922554,2023-10-03,1.0000551163486333,30.61,prod_exponential_smoothing
AT0000922554,2023-10-04,1.000054860814053,30.61,prod_exponential_smoothing
AT0000922554,2023-10-05,1.0000546052795378,30.62,prod_exponential_smoothing
AT0000922554,2023-10-06,1.0000543497450882,30.62,prod_exponential_smoothing
AT00000VIE62,2023-09-25,1.0015348288145687,46.87,prod_exponential_smoothing
AT00000VIE62,2023-09-26,1.0015352983098043,46.94,prod_exponential_smoothing
AT00000VIE62,2023-09-27,1.0015357669253704,47.02,prod_exponential_smoothing
AT00000VIE62,2023-09-28,1.001536234682322,47.09,prod_exponential_smoothing
AT00000VIE62,2023-09-29,1.0015367016012093,47.16,prod_exponential_smoothing
AT00000VIE62,2023-10-02,1.0015371677020921,47.23,prod_exponential_smoothing
AT00000VIE62,2023-10-03,1.0015376330045491,47.31,prod_exponential_smoothing
AT00000VIE62,2023-10-04,1.001538097527691,47.38,prod_exponential_smoothing
AT00000VIE62,2023-10-05,1.0015385612901708,47.45,prod_exponential_smoothing
AT00000VIE62,2023-10-06,1.0015390243101956,47.52,prod_exponential_smoothing
AT0000741053,2023-09-25,1.0018668613615094,24.8,prod_exponential_smoothing
AT0000741053,2023-09-26,1.001870395424249,24.84,prod_exponential_smoothing
AT0000741053,2023-09-27,1.0018739294994548,24.89,prod_exponential_smoothing
AT0000741053,2023-09-28,1.001877463587127,24.94,prod_exponential_smoothing
AT0000741053,2023-09-29,1.0018809976872658,24.98,prod_exponential_smoothing
AT0000741053,2023-10-02,1.0018845317998708,25.03,prod_exponential_smoothing
AT0000741053,2023-10-03,1.0018880659249425,25.08,prod_exponential_smoothing
AT0000741053,2023-10-04,1.0018916000624807,25.12,prod_exponential_smoothing
AT0000741053,2023-10-05,1.0018951342124853,25.17,prod_exponential_smoothing
AT0000741053,2023-10-06,1.0018986683749567,25.22,prod_exponential_smoothing
AT0000785555,2023-09-25,0.9982639119231768,16.75,prod_exponential_smoothing
AT0000785555,2023-09-26,0.9982524736662657,16.72,prod_exponential_smoothing
AT0000785555,2023-09-27,0.9982410355404157,16.69,prod_exponential_smoothing
AT0000785555,2023-09-28,0.9982295975456253,16.66,prod_exponential_smoothing
AT0000785555,2023-09-29,0.9982181596818935,16.63,prod_exponential_smoothing
AT0000785555,2023-10-02,0.9982067219492182,16.6,prod_exponential_smoothing
AT0000785555,2023-10-03,0.9981952843475983,16.57,prod_exponential_smoothing
AT0000785555,2023-10-04,0.9981838468770321,16.54,prod_exponential_smoothing
AT0000785555,2023-10-05,0.9981724095375182,16.51,prod_exponential_smoothing
AT0000785555,2023-10-06,0.9981609723290549,16.48,prod_exponential_smoothing
AT0000831706,2023-09-25,0.9995067515149645,23.83,prod_exponential_smoothing
AT0000831706,2023-09-26,0.9994992184358573,23.82,prod_exponential_smoothing
AT0000831706,2023-09-27,0.9994916854135253,23.8,prod_exponential_smoothing
AT0000831706,2023-09-28,0.9994841524479682,23.79,prod_exponential_smoothing
AT0000831706,2023-09-29,0.9994766195391854,23.78,prod_exponential_smoothing
AT0000831706,2023-10-02,0.9994690866871768,23.77,prod_exponential_smoothing
AT0000831706,2023-10-03,0.9994615538919416,23.75,prod_exponential_smoothing
AT0000831706,2023-10-04,0.9994540211534796,23.74,prod_exponential_smoothing
AT0000831706,2023-10-05,0.9994464884717904,23.73,prod_exponential_smoothing
AT0000831706,2023-10-06,0.9994389558468735,23.71,prod_exponential_smoothing
AT0000644505,2023-09-25,0.9981860078071246,38.58,prod_exponential_smoothing
AT0000644505,2023-09-26,0.9981801038692382,38.51,prod_exponential_smoothing
AT0000644505,2023-09-27,0.9981741999662714,38.44,prod_exponential_smoothing
AT0000644505,2023-09-28,0.9981682960982244,38.37,prod_exponential_smoothing
AT0000644505,2023-09-29,0.9981623922650965,38.3,prod_exponential_smoothing
AT0000644505,2023-10-02,0.9981564884668879,38.23,prod_exponential_smoothing
AT0000644505,2023-10-03,0.9981505847035984,38.16,prod_exponential_smoothing
AT0000644505,2023-10-04,0.9981446809752275,38.09,prod_exponential_smoothing
AT0000644505,2023-10-05,0.9981387772817752,38.02,prod_exponential_smoothing
AT0000644505,2023-10-06,0.9981328736232413,37.94,prod_exponential_smoothing
AT0000758305,2023-09-25,0.9986031117065295,22.67,prod_exponential_smoothing
AT0000758305,2023-09-26,0.9985937481242944,22.64,prod_exponential_smoothing
AT0000758305,2023-09-27,0.9985843846298587,22.6,prod_exponential_smoothing
AT0000758305,2023-09-28,0.9985750212232215,22.57,prod_exponential_smoothing
AT0000758305,2023-09-29,0.9985656579043817,22.54,prod_exponential_smoothing
AT0000758305,2023-10-02,0.9985562946733391,22.51,prod_exponential_smoothing
AT0000758305,2023-10-03,0.9985469315300923,22.47,prod_exponential_smoothing
AT0000758305,2023-10-04,0.9985375684746408,22.44,prod_exponential_smoothing
AT0000758305,2023-10-05,0.9985282055069837,22.41,prod_exponential_smoothing
AT0000758305,2023-10-06,0.9985188426271201,22.38,prod_exponential_smoothing
AT0000938204,2023-09-25,0.9986403785685165,127.83,prod_exponential_smoothing
AT0000938204,2023-09-26,0.998633859145536,127.65,prod_exponential_smoothing
AT0000938204,2023-09-27,0.9986273493245499,127.48,prod_exponential_smoothing
AT0000938204,2023-09-28,0.9986208489685191,127.3,prod_exponential_smoothing
AT0000938204,2023-09-29,0.9986143579423682,127.12,prod_exponential_smoothing
AT0000938204,2023-10-02,0.9986078761129563,126.95,prod_exponential_smoothing
AT0000938204,2023-10-03,0.9986014033490498,126.77,prod_exponential_smoothing
AT0000938204,2023-10-04,0.9985949395212947,126.59,prod_exponential_smoothing
AT0000938204,2023-10-05,0.9985884845021901,126.41,prod_exponential_smoothing
AT0000938204,2023-10-06,0.9985820381660615,126.23,prod_exponential_smoothing
AT0000908504,2023-09-25,1.0006581151325311,26.07,prod_exponential_smoothing
AT0000908504,2023-09-26,1.000658060833597,26.08,prod_exponential_smoothing
AT0000908504,2023-09-27,1.000658006534666,26.1,prod_exponential_smoothing
AT0000908504,2023-09-28,1.000657952235738,26.12,prod_exponential_smoothing
AT0000908504,2023-09-29,1.0006578979368128,26.14,prod_exponential_smoothing
AT0000908504,2023-10-02,1.0006578436378903,26.15,prod_exponential_smoothing
AT0000908504,2023-10-03,1.0006577893389712,26.17,prod_exponential_smoothing
AT0000908504,2023-10-04,1.0006577350400547,26.19,prod_exponential_smoothing
AT0000908504,2023-10-05,1.0006576807411416,26.2,prod_exponential_smoothing
AT0000908504,2023-10-06,1.000657626442231,26.22,prod_exponential_smoothing
AT0000A21KS2,2023-09-25,1.0022302458038177,18.24,prod_exponential_smoothing
AT0000A21KS2,2023-09-26,1.0022373920379517,18.28,prod_exponential_smoothing
AT0000A21KS2,2023-09-27,1.0022445383230405,18.32,prod_exponential_smoothing
AT0000A21KS2,2023-09-28,1.0022516846590848,18.36,prod_exponential_smoothing
AT0000A21KS2,2023-09-29,1.002258831046085,18.41,prod_exponential_smoothing
AT0000A21KS2,2023-10-02,1.0022659774840412,18.45,prod_exponential_smoothing
AT0000A21KS2,2023-10-03,1.0022731239729539,18.49,prod_exponential_smoothing
AT0000A21KS2,2023-10-04,1.0022802705128235,18.53,prod_exponential_smoothing
AT0000A21KS2,2023-10-05,1.0022874171036502,18.57,prod_exponential_smoothing
AT0000A21KS2,2023-10-06,1.0022945637454344,18.62,prod_exponential_smoothing
AT0000641352,2023-09-25,1.000800570106277,30.87,prod_exponential_smoothing
AT0000641352,2023-09-26,1.0008064995898962,30.9,prod_exponential_smoothing
AT0000641352,2023-09-27,1.000812429108646,30.92,prod_exponential_smoothing
AT0000641352,2023-09-28,1.0008183586625268,30.95,prod_exponential_smoothing
AT0000641352,2023-09-29,1.0008242882515386,30.98,prod_exponential_smoothing
AT0000641352,2023-10-02,1.0008302178756814,31.0,prod_exponential_smoothing
AT0000641352,2023-10-03,1.000836147534956,31.03,prod_exponential_smoothing
AT0000641352,2023-10-04,1.0008420772293625,31.05,prod_exponential_smoothing
AT0000641352,2023-10-05,1.0008480069589005,31.08,prod_exponential_smoothing
AT0000641352,2023-10-06,1.0008539367235707,31.11,prod_exponential_smoothing
AT0000821103,2023-09-25,1.0000455662456358,7.57,prod_exponential_smoothing
AT0000821103,2023-09-26,1.0000424261501109,7.57,prod_exponential_smoothing
AT0000821103,2023-09-27,1.0000392681658083,7.57,prod_exponential_smoothing
AT0000821103,2023-09-28,1.0000360958726138,7.57,prod_exponential_smoothing
AT0000821103,2023-09-29,1.0000329121344274,7.57,prod_exponential_smoothing
AT0000821103,2023-10-02,1.000029719242362,7.57,prod_exponential_smoothing
AT0000821103,2023-10-03,1.0000265190293023,7.57,prod_exponential_smoothing
AT0000821103,2023-10-04,1.0000233129615517,7.57,prod_exponential_smoothing
AT0000821103,2023-10-05,1.0000201022121493,7.57,prod_exponential_smoothing
AT0000821103,2023-10-06,1.0000168877195232,7.57,prod_exponential_smoothing
AT0000999982,2023-09-25,1.0006246902213574,3160.88,prod_LGBMRegressor
