p;d;q;P;D;Q;s;LookBackWindowSize;SeasonalPeriod
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;2;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;2;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
1;0;2;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
2;0;0;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
2;0;2;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;3;0;0;0;0;260;1
0;0;3;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;3;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;2;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;2;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
2;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;2;0;0;0;0;260;1
0;0;2;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;2;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;2;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
4;0;2;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
2;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
2;0;2;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;1;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;3;0;0;0;0;260;1
1;0;0;0;0;0;0;260;1
0;0;2;0;0;0;0;260;1
0;0;0;0;0;0;0;260;1
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
1;0;0;0;0;0;5;260;5
2;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
1;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;2;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
2;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
1;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;2;5;260;5
0;0;1;0;0;0;5;260;5
0;0;1;0;0;1;5;260;5
1;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
1;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
1;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
1;0;0;0;0;0;5;260;5
0;0;3;0;0;1;5;260;5
0;0;1;0;0;0;5;260;5
0;0;1;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
1;0;0;0;0;0;5;260;5
0;0;1;0;0;1;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;1;0;0;1;5;260;5
0;0;2;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
1;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;2;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
1;0;0;0;0;1;5;260;5
0;0;2;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
1;0;0;0;0;0;5;260;5
0;0;3;0;0;0;5;260;5
0;0;2;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;4;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
1;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;0;0;0;0;5;260;5
0;0;1;0;0;0;5;260;5
1;0;0;0;0;1;5;260;5
0;0;0;0;0;0;5;260;5
